_id,URL,address,address line 2,name,outcode,postcode,rating,type_of_food
55f14313c7447c3da7052386,http://www.just-eat.co.uk/restaurants-bengalspice-ig10/menu,12 Forest Road,Essex,Bengal Spice,IG10,1DX,5.5,Curry
55f14313c7447c3da7052387,http://www.just-eat.co.uk/restaurants-bengalspice-rm13/menu,167 New Road,Essex,Bengal Spice,RM13,8SH,5.5,Curry
55f14313c7447c3da7052388,http://www.just-eat.co.uk/restaurants-bengalispices36/menu,Unit 7,Stocksbridge,Bengal Spice,S36,1DH,5.5,Curry
55f14313c7447c3da7052389,http://www.just-eat.co.uk/restaurants-bengalspice-so53/menu,16 The Central Precinct,Hampshire,Bengal Spice,SO53,2GB,5.5,Curry
55f14313c7447c3da705238a,http://www.just-eat.co.uk/restaurants-bengalspice-eh3/menu,8 Montagu Terrace,Edinburgh,Bengal Spice,EH3,5QX,5.5,Curry
55f14313c7447c3da705238b,http://www.just-eat.co.uk/restaurants-BengalSpiceN19/menu,604 Holloway Road,London,Bengal Spice,N19,3PH,5.5,Curry
55f14313c7447c3da705238c,http://www.just-eat.co.uk/restaurants-bengal-spice-m40/menu,354 Moston Lane,Moston,Bengal Spice,M40,9JS,5.5,Curry
55f14313c7447c3da705238d,http://www.just-eat.co.uk/restaurants-bengalspice-pe13/menu,22-24 Norfolk Street,Wisbech,Bengal Spice,PE13,2LF,5.5,Curry
55f14313c7447c3da705238e,http://www.just-eat.co.uk/restaurants-bengalspice-po12/menu,71 Albermarle Avenue,Gosport,Bengal Spice,PO12,4HS,5.5,Curry
55f14313c7447c3da705238f,http://www.just-eat.co.uk/restaurants-bengalspices12/menu,106 Birley Spa Lane Hackenthorpe,Sheffield,Bengal Spice,S12,4EJ,5.5,Curry
55f14313c7447c3da7052390,http://www.just-eat.co.uk/restaurants-bengalspice-wr9/menu,35 North Street,Droitwich,Bengal Spice,WR9,8JB,5.5,Curry
55f14313c7447c3da7052391,http://www.just-eat.co.uk/restaurants-bengalspice-dl15/menu,82A Hope Street,Crook,Bengal Spice (Crook),DL15,9HT,5,Curry
55f14313c7447c3da7052392,http://www.just-eat.co.uk/restaurants-bengalspice/menu,122-124 High Street,Essex,Bengal Spice Exclusive Indian Takeaway,CM7,1JZ,5,Curry
55f14313c7447c3da7052393,http://www.just-eat.co.uk/restaurants-bengalspice-sa2/menu,124 Town Hill Road,Cockett,Bengal Spice Fine Indian Cuisine,SA2,0UU,4.5,Curry
55f14313c7447c3da7052394,http://www.just-eat.co.uk/restaurants-bengalspiceindiantakeaway-ct19/menu,73 Canterbury Road,Folkestone,Bengal Spice Indian Takeaway,CT19,5NL,5,Curry
55f14313c7447c3da7052395,http://www.just-eat.co.uk/restaurants-bengal-spice-ng22/menu,Forest Road,New Ollerton,Bengal Spice Restaurant/Takeaway,NG22,9QS,5.5,Bangladeshi
55f14313c7447c3da7052396,http://www.just-eat.co.uk/restaurants-bengalspices-al10/menu,14 The Arcade,Hatfield,Bengal Spices,AL10,0JY,5.5,Curry
55f14313c7447c3da7052397,http://www.just-eat.co.uk/restaurants-bengalstyletandoori-sr6/menu,127 Church Street,Tyne And Wear,Bengal Style Tandoori,SR6,0DT,5.5,Curry
55f14313c7447c3da7052398,http://www.just-eat.co.uk/restaurants-bengal-takeaway-andover/menu,5 Wincherster Street,Andover,Bengal Takeaway,SP10,2EA,5,Curry
55f14313c7447c3da7052399,http://www.just-eat.co.uk/restaurants-bengal-tandoori/menu,63 Maidstone Road,Sidcup,Bengal Tandoori,DA14,5HB,5,Curry
55f14313c7447c3da705239a,http://www.just-eat.co.uk/restaurants-benjawan-n10/menu,176-178 Fortis Green Road,London,Benjawan,N10,3DU,4.5,Thai
55f14313c7447c3da705239b,http://www.just-eat.co.uk/restaurants-bennettscaribbean-b24/menu,11 Orphanage Road,Erdington,Bennett's Caribbean Restaurant & Takeaway,B24,9HS,4.5,Caribbean
55f14313c7447c3da705239c,http://www.just-eat.co.uk/restaurants-bennettscaribbean-b24/menu,11 Orphanage Road,Erdington,Bennett's Caribbean Restaurant & Takeaway,B24,9HS,4.5,Caribbean
55f14313c7447c3da705239d,http://www.just-eat.co.uk/restaurants-bennetts-gate-hp3/menu,35 Bennetts End,Hemel Hempstead,Bennetts Gate Kebab & Pizza,HP3,8EW,5,Kebab
55f14313c7447c3da705239e,http://www.just-eat.co.uk/restaurants-bennetts-gate-hp3/menu,35 Bennetts End,Hemel Hempstead,Bennetts Gate Kebab & Pizza,HP3,8EW,5,Kebab
55f14313c7447c3da705239f,http://www.just-eat.co.uk/restaurants-bennyssk8/menu,4 Gatley Road,Cheadle,Bennys,SK8,1PY,5,Chinese
55f14313c7447c3da70523a0,http://www.just-eat.co.uk/restaurants-bennyssk8/menu,4 Gatley Road,Cheadle,Bennys,SK8,1PY,5,Chinese
55f14313c7447c3da70523a1,http://www.just-eat.co.uk/restaurants-bennysle1/menu,83 Granby Street,Leicester,Benny's,LE1,6FB,1,Chicken
55f14313c7447c3da70523a2,http://www.just-eat.co.uk/restaurants-bennysle1/menu,83 Granby Street,Leicester,Benny's,LE1,6FB,1,Chicken
55f14313c7447c3da70523a3,http://www.just-eat.co.uk/restaurants-bennys-blackpool-and-fylde-industrial-estate/menu,81 Vicarage Lane,Lancashire,Benny's,FY4,4EL,5,Chinese
55f14313c7447c3da70523a4,http://www.just-eat.co.uk/restaurants-bennys-sw4/menu,30 North Street,London,Benny's - Collection Only,SW4,0HD,6,Fish & Chips
55f14313c7447c3da70523a5,http://www.just-eat.co.uk/restaurants-bennysburgertown-so14/menu,4 Northam Road,Southampton,Benny's Burgertown,SO14,0PA,4.5,Burgers
55f14313c7447c3da70523a6,http://www.just-eat.co.uk/restaurants-bennys-chicken-leicester/menu,32 Belgrave Gate,Leicester,Benny's Chicken,LE1,3GP,Not yet rated,Chicken
55f14313c7447c3da70523a7,http://www.just-eat.co.uk/restaurants-bennys-chicken-leicester/menu,32 Belgrave Gate,Leicester,Benny's Chicken,LE1,3GP,Not yet rated,Chicken
55f14313c7447c3da70523a8,http://www.just-eat.co.uk/restaurants-bennyschickenandpizza-pr7/menu,9 St Thomas's Road,Chorley,Bennys Chicken & Pizza,PR7,1HP,5.5,Chicken
55f14313c7447c3da70523a9,http://www.just-eat.co.uk/restaurants-bennys-grill-house-colne/menu,2 West Street,Colne,Benny's Grill House,BB8,0HP,6,Kebab
55f14313c7447c3da70523aa,http://www.just-eat.co.uk/restaurants-Bennyspizzeriafishchips/menu,120 Main Street Cambuslang,Glasgow,"Bennys Pizzeria, Fish & Chips",G72,7EL,3.5,Fish & Chips
55f14313c7447c3da70523ab,http://www.just-eat.co.uk/restaurants-bennyspomodoro-ne33/menu,68A South Sheilds Road,South Sheilds,Benny's Pomodoro Daytime,NE33,4BS,4.5,Pizza
55f14313c7447c3da70523ac,http://www.just-eat.co.uk/restaurants-Bento-SW4/menu,70 Clapham Park Road,London,Bento,SW4,7BX,4,Japanese
55f14313c7447c3da70523ad,http://www.just-eat.co.uk/restaurants-bento-se13/menu,47 Lee High Street,London,Bento,SE13,5NS,5,Chinese
55f14313c7447c3da70523ae,http://www.just-eat.co.uk/restaurants-bentoboxpo2/menu,77 Twyford Avenue Portsmouth,Portsmouth,Bento Box,PO2,8DG,5,English
55f14313c7447c3da70523af,http://www.just-eat.co.uk/restaurants-bentocafe-nw1/menu,9 Parkway,London,Bento Cafe,NW1,7PG,5,Japanese
55f14313c7447c3da70523b0,http://www.just-eat.co.uk/restaurants-bentocafe-nw1/menu,9 Parkway,London,Bento Cafe,NW1,7PG,5,Japanese
55f14313c7447c3da70523b1,http://www.just-eat.co.uk/restaurants-bentohouse-bs6/menu,200 Cheltemham Road Cotham,Bristol,Bento House,BS6,5QZ,5,Korean
